federated_main_per.py --model=perceiver-io-linstyle --dataset=fmnist --iid=1 --epochs=10 --optimizer=adam --lr=5e-4 --frac=1.0 --num_users=10 --local_bs=64 --local_ep=5 --test_no=1 --k=512

Global round : 1
[Client 5] local_loss: 1.9717, local_acc: 25.59%
[Client 1] local_loss: 0.2721, local_acc: 91.49%
[Client 8] local_loss: 0.1115, local_acc: 96.83%
[Average] local_loss: 0.3465, local_acc: 88.25%

Global round : 7
[Client 4] local_loss: 0.0816, local_acc: 97.92%
[Client 1] local_loss: 0.1507, local_acc: 95.50%
[Client 3] local_loss: 0.0681, local_acc: 98.10%
[Client 6] local_loss: 0.0535, local_acc: 98.50%
[Client 8] local_loss: 0.0638, local_acc: 98.25%
[Client 7] local_loss: 0.1416, local_acc: 95.93%
[Client 5] local_loss: 0.9556, local_acc: 66.52%
[Client 9] local_loss: 0.1108, local_acc: 97.01%
[Client 0] local_loss: 0.0588, local_acc: 98.28%
[Client 2] local_loss: 0.9665, local_acc: 67.40%
[Average] local_loss: 0.2651, local_acc: 91.34%

Global round : 8
[Client 9] local_loss: 0.0835, local_acc: 97.78%
[Client 3] local_loss: 0.0523, local_acc: 98.48%
[Client 2] local_loss: 0.8550, local_acc: 71.46%
[Client 1] local_loss: 0.1178, local_acc: 96.24%
[Client 6] local_loss: 0.0452, local_acc: 98.62%
[Client 8] local_loss: 0.0416, local_acc: 98.79%
[Client 0] local_loss: 0.0413, local_acc: 98.80%
[Client 5] local_loss: 0.7899, local_acc: 72.56%
[Client 4] local_loss: 0.0693, local_acc: 98.21%
[Client 7] local_loss: 0.0990, local_acc: 97.23%
[Average] local_loss: 0.2195, local_acc: 92.82%

Global round : 9
[Client 5] local_loss: 0.7016, local_acc: 76.13%
[Client 2] local_loss: 0.7690, local_acc: 74.45%
[Client 3] local_loss: 0.0330, local_acc: 99.07%
[Client 4] local_loss: 0.0508, local_acc: 98.69%
[Client 1] local_loss: 0.0603, local_acc: 98.23%
[Client 8] local_loss: 0.0283, local_acc: 99.23%
[Client 6] local_loss: 0.0218, local_acc: 99.37%
[Client 9] local_loss: 0.0729, local_acc: 98.01%
[Client 7] local_loss: 0.0711, local_acc: 98.03%
[Client 0] local_loss: 0.0409, local_acc: 98.68%
[Average] local_loss: 0.1850, local_acc: 93.99%

Global round : 10
[Client 7] local_loss: 0.0778, local_acc: 97.74%
[Client 0] local_loss: 0.0288, local_acc: 99.19%
[Client 5] local_loss: 0.6398, local_acc: 78.65%
[Client 8] local_loss: 0.0195, local_acc: 99.45%
[Client 2] local_loss: 0.7357, local_acc: 75.68%
[Client 9] local_loss: 0.0636, local_acc: 98.33%
[Client 6] local_loss: 0.0272, local_acc: 99.24%
[Client 3] local_loss: 0.0379, local_acc: 98.91%
[Client 4] local_loss: 0.0436, local_acc: 98.90%
[Client 1] local_loss: 0.0425, local_acc: 98.68%
[Average] local_loss: 0.1716, local_acc: 94.48%

Total Run Time: 475.69 sec
